SIS;TOK;UIN;VOL;WET;KAT;XIN;Class;id
4.0;f;60.92;t;4;ccc;t;y;1159
13.875;t;47.42;t;2;ccc;t;y;1160
4.25;t;37.33;t;12;ddd;t;y;1161
0.0;f;25.58;f;0;ccc;f;y;1162
1.585;f;20.42;t;1;ccc;t;y;1163
7.375;t;44.17;t;3;ccc;t;y;1164
5.375;t;34.75;t;9;ddd;t;y;1165
2.5;f;20.5;t;0;ddd;f;y;1166
2.25;t;22.67;f;0;ddd;f;y;1167
2.165;t;22.08;f;0;ddd;f;y;1168
4.58;f;42.83;t;0;ddd;f;y;1169
1.0;t;18.92;t;4;ccc;t;y;1170
0.165;f;20.67;t;3;ccc;t;y;1171
0.04;f;32.33;t;0;ccc;f;y;1172
5.335;f;28.92;t;11;ddd;t;y;1173
5.5;f;52.83;t;14;ccc;t;y;1174
2.085;f;20.67;t;5;ccc;t;y;1175
2.5;f;36.25;t;6;ddd;t;y;1176
1.0;f;20.33;t;4;ccc;t;y;1177
0.25;f;25.75;t;0;ddd;f;y;1178
0.585;f;28.17;t;4;ccc;t;y;1179
0.165;f;23.92;f;0;ddd;f;y;1180
8.0;t;56.0;t;0;ddd;f;y;1181
0.71;t;20.75;t;2;ccc;t;y;1182
4.0;t;30.5;t;7;ccc;t;y;1183
5.0;t;45.83;t;7;ccc;t;y;1184
3.5;t;39.0;t;10;ddd;t;y;1185
0.665;f;22.08;t;0;ddd;f;y;1186
4.75;f;28.25;t;2;ddd;t;y;1187
3.0;f;18.83;t;0;ccc;f;y;1188
2.5;t;28.67;t;5;ccc;t;y;1189
2.46;f;22.5;f;0;ccc;f;y;1190
6.5;f;;t;0;ddd;f;y;1191
2.54;f;28.5;t;1;ccc;t;y;1192
1.5;f;19.17;t;0;ddd;f;y;1193
2.5;f;21.5;t;3;ccc;t;y;1194
0.0;t;17.5;f;0;ddd;f;y;1195
5.25;f;26.67;t;1;ddd;t;y;1196
3.25;f;34.42;t;2;ddd;t;y;1197
0.0;t;73.42;t;0;ddd;f;y;1198
0.5;t;23.0;t;2;ccc;t;y;1199
1.085;t;23.08;t;11;ddd;t;y;1200
1.46;f;19.42;t;7;ddd;t;y;1201
0.835;t;23.33;t;0;ddd;f;y;1202
12.75;t;42.17;t;0;ddd;f;y;1203
1.5;f;21.25;f;0;ddd;f;y;1204
0.085;t;34.17;f;0;ddd;f;y;1205
7.875;t;47.75;t;6;ccc;t;y;1206
2.5;f;44.33;t;0;ccc;f;y;1207
6.5;f;39.5;t;16;ddd;t;y;1208
0.5;t;41.17;t;3;ccc;t;y;1209
4.335;f;29.92;t;0;ddd;f;y;1210
0.0;f;23.17;f;0;ddd;f;y;1211
4.5;f;35.17;t;7;ddd;t;y;1212
0.75;f;19.17;t;7;ccc;t;y;1213
6.29;f;52.5;t;15;ddd;t;y;1214
0.04;f;39.92;t;1;ddd;t;y;1215
3.0;t;21.33;t;0;ddd;f;y;1216
0.75;f;35.75;t;4;ccc;t;y;1217
13.0;t;67.75;t;1;ddd;t;y;1218
5.25;t;32.67;t;0;ddd;f;y;1219
7.585;t;49.5;t;15;ddd;t;y;1220
1.085;t;21.0;t;8;ddd;t;y;1221
0.96;t;28.25;t;3;ddd;t;y;1222
1.54;t;34.17;t;1;ddd;t;y;1223
6.04;f;31.92;t;3;ddd;t;y;1224
0.54;f;29.5;t;4;ccc;t;y;1225
0.085;f;23.17;t;0;ddd;f;y;1226
10.0;t;18.08;f;0;ccc;f;y;1227
1.835;f;24.75;t;19;ccc;t;y;1228
0.04;f;20.83;t;0;ccc;f;y;1229
4.165;t;28.0;t;2;ddd;t;y;1230
2.25;f;20.42;t;1;ddd;t;y;1231
5.665;f;28.67;t;6;ddd;t;y;1232
0.04;t;21.92;t;1;ddd;t;y;1233
6.0;f;43.25;t;11;ddd;t;y;1234
1.625;f;20.42;t;3;ddd;t;y;1235
5.125;f;42.0;t;0;ddd;f;y;1236
1.5;t;23.42;t;2;ccc;t;y;1237
0.875;f;25.17;t;0;ccc;f;y;1238
2.25;f;24.83;t;6;ddd;t;y;1239
4.75;f;24.5;t;2;;t;y;1240
1.5;t;37.5;f;0;ddd;f;y;1241
1.5;t;36.75;f;0;ddd;f;y;1242
1.5;t;28.25;t;8;ddd;t;y;1243
5.5;t;32.75;t;3;ddd;t;y;1244
1.0;f;17.83;t;11;ccc;t;y;1245
2.29;t;22.83;t;7;ccc;t;y;1246
1.75;t;13.75;t;2;ddd;t;y;1247
0.125;t;41.0;t;23;ccc;t;y;1248
2.125;t;23.08;t;11;ddd;t;y;1249
1.71;f;20.17;t;0;ddd;f;y;1250
2.29;t;50.08;t;3;ccc;t;y;1251
4.25;t;27.0;t;3;ddd;t;y;1252
2.5;f;38.17;t;6;ddd;t;y;1253
0.375;t;27.0;t;0;ddd;f;y;1254
7.0;f;41.17;t;8;ddd;t;y;1255
0.0;t;65.17;t;11;ccc;t;y;1256
0.0;f;37.58;f;0;ddd;f;y;1257
2.375;t;23.25;t;3;ddd;t;y;1258
0.29;f;21.83;t;6;ddd;t;y;1259
1.75;t;26.0;t;0;ddd;f;y;1260
1.335;t;31.67;t;8;ddd;t;y;1261
8.5;t;49.83;t;0;ccc;f;y;1262
6.5;f;47.42;t;6;ccc;t;y;1263
0.0;f;51.33;t;11;ddd;t;y;1264
0.75;f;18.92;t;2;ccc;t;y;1265
0.835;f;28.42;t;0;ccc;f;y;1266
1.25;t;56.75;t;4;ddd;t;y;1267
10.0;f;58.42;t;13;ccc;t;y;1268
16.0;f;48.33;t;0;ddd;f;y;1269
0.75;t;33.17;t;7;ddd;t;y;1270
2.585;f;22.42;t;7;ccc;t;y;1271
0.085;f;18.83;t;0;ccc;f;y;1272
0.25;f;48.58;t;11;ddd;t;y;1273
1.25;f;26.75;t;0;ddd;f;y;1274
17.5;t;64.08;t;9;ddd;t;y;1275
1.665;t;20.17;t;3;ddd;t;y;1276
1.21;t;25.67;t;67;ddd;t;y;1277
1.335;f;22.67;t;0;ddd;f;y;1278
7.0;f;31.33;t;16;ddd;t;y;1279
28.5;f;56.42;t;40;ddd;t;y;1280
1.5;t;24.75;t;12;ccc;t;y;1281
1.25;f;24.08;t;1;ccc;t;y;1282
11.0;t;28.33;t;0;ddd;f;y;1283
5.0;f;26.92;t;2;ccc;t;y;1284
5.75;t;27.67;t;0;ddd;f;y;1285
0.085;t;38.67;t;0;ddd;f;y;1286
1.085;f;32.17;t;16;ccc;t;y;1287
5.5;t;32.67;t;12;ddd;t;y;1288
12.5;f;48.75;t;9;ddd;t;y;1289
2.25;t;21.0;t;1;ddd;t;y;1290
15.5;f;48.17;t;12;ddd;t;y;1291
10.0;t;39.33;t;14;ddd;t;y;1292
0.25;t;25.08;t;0;ccc;f;y;1293
0.25;t;23.25;t;0;ddd;f;y;1294
2.0;f;30.67;t;1;ccc;t;y;1295
0.0;t;19.17;f;0;ddd;f;y;1296
1.0;f;20.08;f;1;;t;y;1297
9.0;t;36.67;t;0;ddd;f;y;1298
0.46;f;23.17;t;1;ddd;t;y;1299
1.5;f;15.83;t;2;ccc;t;y;1300
1.75;t;16.08;t;5;ddd;t;y;1301
5.165;t;47.0;t;9;ccc;t;y;1302
0.0;f;71.58;f;0;ccc;f;y;1303
0.5;f;21.25;t;4;ccc;t;y;1304
20.0;t;65.42;t;7;ddd;t;y;1305
2.0;t;20.5;t;11;ddd;t;y;1306
5.0;f;55.92;t;5;ddd;t;y;1307
0.0;t;34.92;t;0;ddd;f;y;1308
15.0;t;56.58;t;17;ddd;t;y;1309
1.0;f;25.17;t;3;ddd;t;y;1310
1.665;t;25.08;t;1;ddd;t;y;1311
14.0;t;57.83;t;6;ddd;t;y;1312
7.5;t;34.92;t;6;ddd;t;y;1313
4.25;f;33.58;t;6;ddd;t;y;1314
0.04;f;22.92;t;0;ccc;f;y;1315
1.5;f;24.5;t;0;ccc;f;y;1316
0.0;f;20.25;t;0;ddd;f;y;1317
1.5;f;18.5;t;2;ddd;t;y;1318
0.625;f;25.17;t;7;ddd;t;y;1319
5.0;t;44.33;t;0;ddd;f;y;1320
0.5;f;18.08;t;0;ddd;f;y;1321
11.0;t;60.58;t;0;ccc;f;y;1322
3.5;f;41.5;f;0;ddd;f;y;1323
0.875;t;25.75;t;0;ccc;f;y;1324
5.04;t;29.25;t;5;ddd;t;y;1325
2.0;f;36.0;t;11;ccc;t;y;1326
3.0;f;31.67;t;9;ddd;t;y;1327
18.0;t;60.08;t;15;ddd;t;y;1328
2.0;f;22.33;t;1;ddd;t;y;1329
3.5;f;40.0;t;1;ddd;t;y;1330
1.625;t;35.17;t;1;ddd;t;y;1331
15.0;f;41.33;t;0;ddd;f;y;1332
0.335;t;20.75;t;1;ccc;t;y;1333
2.5;t;32.08;t;0;ddd;f;y;1334
5.0;t;;t;3;ddd;t;y;1335
1.875;f;23.92;t;6;ddd;t;y;1336
3.17;f;23.25;t;10;ccc;t;y;1337
0.415;t;46.67;t;11;ccc;t;y;1338
3.5;f;25.0;t;6;ccc;t;y;1339
0.25;f;25.5;t;3;ddd;t;y;1340
2.71;f;18.75;t;5;ccc;t;y;1341
8.5;t;23.5;t;5;ccc;t;y;1342
4.5;t;34.17;t;12;ddd;t;y;1343
3.75;t;27.83;t;5;ddd;t;y;1344
5.0;t;36.75;t;0;ccc;f;y;1345
2.75;f;47.25;t;1;ccc;t;y;1346
0.375;f;33.67;f;0;ccc;f;y;1347
14.0;t;45.0;t;1;ddd;t;y;1348
6.5;t;33.17;t;0;ddd;f;y;1349
1.04;t;25.0;t;0;ccc;f;y;1350
1.0;t;26.67;t;5;ddd;t;y;1351
0.125;t;48.5;t;0;ddd;f;y;1352
0.04;t;37.42;t;0;ddd;f;y;1353
0.21;f;18.0;f;0;ddd;f;y;1354
0.0;f;56.5;t;15;ccc;t;y;1355
1.46;t;25.75;t;5;ddd;t;y;1356
0.415;t;22.58;t;5;ccc;t;y;1357
2.04;t;33.17;t;1;ddd;t;y;1358
0.04;t;32.0;t;0;ddd;f;y;1359
1.75;f;40.83;t;0;ccc;f;y;1360
0.125;t;59.67;t;0;ddd;f;y;1361
3.165;t;42.5;t;0;ddd;f;y;1362
0.0;f;28.08;t;0;ccc;f;y;1363
0.125;t;37.75;t;0;ccc;f;y;1364
8.665;f;53.92;t;5;ddd;t;y;1365
15.0;f;47.67;t;20;ddd;t;y;1366
0.835;f;23.25;t;0;ddd;f;y;1367
2.585;f;22.67;t;0;ddd;f;y;1368
14.415;t;54.58;t;11;ddd;t;y;1369
7.415;t;34.25;t;0;ddd;f;y;1370
2.0;t;27.58;t;3;ddd;t;y;1371
0.0;f;46.0;t;0;ccc;f;y;1372
4.0;f;60.92;t;4;ccc;t;y;1373
13.875;t;47.42;t;2;ccc;t;y;1374
4.25;t;37.33;t;12;ddd;t;y;1375
0.0;f;25.58;f;0;ccc;f;y;1376
1.585;f;20.42;t;1;ccc;t;y;1377
7.375;t;44.17;t;3;ccc;t;y;1378
5.375;t;34.75;t;9;ddd;t;y;1379
2.5;f;20.5;t;0;ddd;f;y;1380
2.25;t;22.67;f;0;ddd;f;y;1381
2.165;t;22.08;f;0;ddd;f;y;1382
4.58;f;42.83;t;0;ddd;f;y;1383
1.0;t;18.92;t;4;ccc;t;y;1384
0.165;f;20.67;t;3;ccc;t;y;1385
0.04;f;32.33;t;0;ccc;f;y;1386
5.335;f;28.92;t;11;ddd;t;y;1387
5.5;f;52.83;t;14;ccc;t;y;1388
2.085;f;20.67;t;5;ccc;t;y;1389
2.5;f;36.25;t;6;ddd;t;y;1390
1.0;f;20.33;t;4;ccc;t;y;1391
0.25;f;25.75;t;0;ddd;f;y;1392
0.585;f;28.17;t;4;ccc;t;y;1393
0.165;f;23.92;f;0;ddd;f;y;1394
8.0;t;56.0;t;0;ddd;f;y;1395
0.71;t;20.75;t;2;ccc;t;y;1396
4.0;t;30.5;t;7;ccc;t;y;1397
5.0;t;45.83;t;7;ccc;t;y;1398
3.5;t;39.0;t;10;ddd;t;y;1399
0.665;f;22.08;t;0;ddd;f;y;1400
4.75;f;28.25;t;2;ddd;t;y;1401
3.0;f;18.83;t;0;ccc;f;y;1402
2.5;t;28.67;t;5;ccc;t;y;1403
2.46;f;22.5;f;0;ccc;f;y;1404
6.5;f;;t;0;ddd;f;y;1405
2.54;f;28.5;t;1;ccc;t;y;1406
1.5;f;19.17;t;0;ddd;f;y;1407
2.5;f;21.5;t;3;ccc;t;y;1408
0.0;t;17.5;f;0;ddd;f;y;1409
5.25;f;26.67;t;1;ddd;t;y;1410
3.25;f;34.42;t;2;ddd;t;y;1411
0.0;t;73.42;t;0;ddd;f;y;1412
0.5;t;23.0;t;2;ccc;t;y;1413
1.085;t;23.08;t;11;ddd;t;y;1414
1.46;f;19.42;t;7;ddd;t;y;1415
0.835;t;23.33;t;0;ddd;f;y;1416
12.75;t;42.17;t;0;ddd;f;y;1417
1.5;f;21.25;f;0;ddd;f;y;1418
0.085;t;34.17;f;0;ddd;f;y;1419
7.875;t;47.75;t;6;ccc;t;y;1420
2.5;f;44.33;t;0;ccc;f;y;1421
6.5;f;39.5;t;16;ddd;t;y;1422
0.5;t;41.17;t;3;ccc;t;y;1423
4.335;f;29.92;t;0;ddd;f;y;1424
0.0;f;23.17;f;0;ddd;f;y;1425
4.5;f;35.17;t;7;ddd;t;y;1426
0.75;f;19.17;t;7;ccc;t;y;1427
6.29;f;52.5;t;15;ddd;t;y;1428
0.04;f;39.92;t;1;ddd;t;y;1429
3.0;t;21.33;t;0;ddd;f;y;1430
0.75;f;35.75;t;4;ccc;t;y;1431
13.0;t;67.75;t;1;ddd;t;y;1432
5.25;t;32.67;t;0;ddd;f;y;1433
7.585;t;49.5;t;15;ddd;t;y;1434
1.085;t;21.0;t;8;ddd;t;y;1435
0.96;t;28.25;t;3;ddd;t;y;1436
1.54;t;34.17;t;1;ddd;t;y;1437
6.04;f;31.92;t;3;ddd;t;y;1438
0.54;f;29.5;t;4;ccc;t;y;1439
0.085;f;23.17;t;0;ddd;f;y;1440
10.0;t;18.08;f;0;ccc;f;y;1441
1.835;f;24.75;t;19;ccc;t;y;1442
0.04;f;20.83;t;0;ccc;f;y;1443
4.165;t;28.0;t;2;ddd;t;y;1444
2.25;f;20.42;t;1;ddd;t;y;1445
5.665;f;28.67;t;6;ddd;t;y;1446
0.04;t;21.92;t;1;ddd;t;y;1447
6.0;f;43.25;t;11;ddd;t;y;1448
1.625;f;20.42;t;3;ddd;t;y;1449
5.125;f;42.0;t;0;ddd;f;y;1450
1.5;t;23.42;t;2;ccc;t;y;1451
0.875;f;25.17;t;0;ccc;f;y;1452
2.25;f;24.83;t;6;ddd;t;y;1453
4.75;f;24.5;t;2;;t;y;1454
1.5;t;37.5;f;0;ddd;f;y;1455
1.5;t;36.75;f;0;ddd;f;y;1456
1.5;t;28.25;t;8;ddd;t;y;1457
5.5;t;32.75;t;3;ddd;t;y;1458
1.0;f;17.83;t;11;ccc;t;y;1459
2.29;t;22.83;t;7;ccc;t;y;1460
1.75;t;13.75;t;2;ddd;t;y;1461
0.125;t;41.0;t;23;ccc;t;y;1462
2.125;t;23.08;t;11;ddd;t;y;1463
1.71;f;20.17;t;0;ddd;f;y;1464
2.29;t;50.08;t;3;ccc;t;y;1465
4.25;t;27.0;t;3;ddd;t;y;1466
2.5;f;38.17;t;6;ddd;t;y;1467
0.375;t;27.0;t;0;ddd;f;y;1468
7.0;f;41.17;t;8;ddd;t;y;1469
0.0;t;65.17;t;11;ccc;t;y;1470
0.0;f;37.58;f;0;ddd;f;y;1471
2.375;t;23.25;t;3;ddd;t;y;1472
0.29;f;21.83;t;6;ddd;t;y;1473
1.75;t;26.0;t;0;ddd;f;y;1474
1.335;t;31.67;t;8;ddd;t;y;1475
8.5;t;49.83;t;0;ccc;f;y;1476
6.5;f;47.42;t;6;ccc;t;y;1477
0.0;f;51.33;t;11;ddd;t;y;1478
0.75;f;18.92;t;2;ccc;t;y;1479
0.835;f;28.42;t;0;ccc;f;y;1480
1.25;t;56.75;t;4;ddd;t;y;1481
10.0;f;58.42;t;13;ccc;t;y;1482
16.0;f;48.33;t;0;ddd;f;y;1483
0.75;t;33.17;t;7;ddd;t;y;1484
2.585;f;22.42;t;7;ccc;t;y;1485
0.085;f;18.83;t;0;ccc;f;y;1486
0.25;f;48.58;t;11;ddd;t;y;1487
1.25;f;26.75;t;0;ddd;f;y;1488
17.5;t;64.08;t;9;ddd;t;y;1489
1.665;t;20.17;t;3;ddd;t;y;1490
1.21;t;25.67;t;67;ddd;t;y;1491
1.335;f;22.67;t;0;ddd;f;y;1492
7.0;f;31.33;t;16;ddd;t;y;1493
28.5;f;56.42;t;40;ddd;t;y;1494
1.5;t;24.75;t;12;ccc;t;y;1495
1.25;f;24.08;t;1;ccc;t;y;1496
11.0;t;28.33;t;0;ddd;f;y;1497
5.0;f;26.92;t;2;ccc;t;y;1498
5.75;t;27.67;t;0;ddd;f;y;1499
0.085;t;38.67;t;0;ddd;f;y;1500
1.085;f;32.17;t;16;ccc;t;y;1501
5.5;t;32.67;t;12;ddd;t;y;1502
12.5;f;48.75;t;9;ddd;t;y;1503
2.25;t;21.0;t;1;ddd;t;y;1504
15.5;f;48.17;t;12;ddd;t;y;1505
10.0;t;39.33;t;14;ddd;t;y;1506
0.25;t;25.08;t;0;ccc;f;y;1507
0.25;t;23.25;t;0;ddd;f;y;1508
2.0;f;30.67;t;1;ccc;t;y;1509
0.0;t;19.17;f;0;ddd;f;y;1510
1.0;f;20.08;f;1;;t;y;1511
9.0;t;36.67;t;0;ddd;f;y;1512
0.46;f;23.17;t;1;ddd;t;y;1513
1.5;f;15.83;t;2;ccc;t;y;1514
1.75;t;16.08;t;5;ddd;t;y;1515
5.165;t;47.0;t;9;ccc;t;y;1516
0.0;f;71.58;f;0;ccc;f;y;1517
0.5;f;21.25;t;4;ccc;t;y;1518
20.0;t;65.42;t;7;ddd;t;y;1519
2.0;t;20.5;t;11;ddd;t;y;1520
5.0;f;55.92;t;5;ddd;t;y;1521
0.0;t;34.92;t;0;ddd;f;y;1522
15.0;t;56.58;t;17;ddd;t;y;1523
1.0;f;25.17;t;3;ddd;t;y;1524
1.665;t;25.08;t;1;ddd;t;y;1525
14.0;t;57.83;t;6;ddd;t;y;1526
7.5;t;34.92;t;6;ddd;t;y;1527
4.25;f;33.58;t;6;ddd;t;y;1528
0.04;f;22.92;t;0;ccc;f;y;1529
1.5;f;24.5;t;0;ccc;f;y;1530
0.0;f;20.25;t;0;ddd;f;y;1531
1.5;f;18.5;t;2;ddd;t;y;1532
0.625;f;25.17;t;7;ddd;t;y;1533
5.0;t;44.33;t;0;ddd;f;y;1534
0.5;f;18.08;t;0;ddd;f;y;1535
11.0;t;60.58;t;0;ccc;f;y;1536
3.5;f;41.5;f;0;ddd;f;y;1537
0.875;t;25.75;t;0;ccc;f;y;1538
5.04;t;29.25;t;5;ddd;t;y;1539
2.0;f;36.0;t;11;ccc;t;y;1540
3.0;f;31.67;t;9;ddd;t;y;1541
18.0;t;60.08;t;15;ddd;t;y;1542
2.0;f;22.33;t;1;ddd;t;y;1543
3.5;f;40.0;t;1;ddd;t;y;1544
1.625;t;35.17;t;1;ddd;t;y;1545
15.0;f;41.33;t;0;ddd;f;y;1546
0.335;t;20.75;t;1;ccc;t;y;1547
2.5;t;32.08;t;0;ddd;f;y;1548
5.0;t;;t;3;ddd;t;y;1549
1.875;f;23.92;t;6;ddd;t;y;1550
3.17;f;23.25;t;10;ccc;t;y;1551
0.415;t;46.67;t;11;ccc;t;y;1552
3.5;f;25.0;t;6;ccc;t;y;1553
0.25;f;25.5;t;3;ddd;t;y;1554
2.71;f;18.75;t;5;ccc;t;y;1555
8.5;t;23.5;t;5;ccc;t;y;1556
4.5;t;34.17;t;12;ddd;t;y;1557
3.75;t;27.83;t;5;ddd;t;y;1558
5.0;t;36.75;t;0;ccc;f;y;1559
2.75;f;47.25;t;1;ccc;t;y;1560
0.375;f;33.67;f;0;ccc;f;y;1561
14.0;t;45.0;t;1;ddd;t;y;1562
6.5;t;33.17;t;0;ddd;f;y;1563
1.04;t;25.0;t;0;ccc;f;y;1564
1.0;t;26.67;t;5;ddd;t;y;1565
0.125;t;48.5;t;0;ddd;f;y;1566
0.04;t;37.42;t;0;ddd;f;y;1567
0.21;f;18.0;f;0;ddd;f;y;1568
0.0;f;56.5;t;15;ccc;t;y;1569
1.46;t;25.75;t;5;ddd;t;y;1570
0.415;t;22.58;t;5;ccc;t;y;1571
2.04;t;33.17;t;1;ddd;t;y;1572
0.04;t;32.0;t;0;ddd;f;y;1573
1.75;f;40.83;t;0;ccc;f;y;1574
0.125;t;59.67;t;0;ddd;f;y;1575
3.165;t;42.5;t;0;ddd;f;y;1576
0.0;f;28.08;t;0;ccc;f;y;1577
0.125;t;37.75;t;0;ccc;f;y;1578
8.665;f;53.92;t;5;ddd;t;y;1579
15.0;f;47.67;t;20;ddd;t;y;1580
0.835;f;23.25;t;0;ddd;f;y;1581
2.585;f;22.67;t;0;ddd;f;y;1582
14.415;t;54.58;t;11;ddd;t;y;1583
7.415;t;34.25;t;0;ddd;f;y;1584
2.0;t;27.58;t;3;ddd;t;y;1585
0.0;f;46.0;t;0;ccc;f;y;1586
4.0;f;60.92;t;4;ccc;t;y;1587
13.875;t;47.42;t;2;ccc;t;y;1588
4.25;t;37.33;t;12;ddd;t;y;1589
0.0;f;25.58;f;0;ccc;f;y;1590
1.585;f;20.42;t;1;ccc;t;y;1591
7.375;t;44.17;t;3;ccc;t;y;1592
5.375;t;34.75;t;9;ddd;t;y;1593
2.5;f;20.5;t;0;ddd;f;y;1594
2.25;t;22.67;f;0;ddd;f;y;1595
2.165;t;22.08;f;0;ddd;f;y;1596
4.58;f;42.83;t;0;ddd;f;y;1597
1.0;t;18.92;t;4;ccc;t;y;1598
0.165;f;20.67;t;3;ccc;t;y;1599
0.04;f;32.33;t;0;ccc;f;y;1600
5.335;f;28.92;t;11;ddd;t;y;1601
5.5;f;52.83;t;14;ccc;t;y;1602
2.085;f;20.67;t;5;ccc;t;y;1603
2.5;f;36.25;t;6;ddd;t;y;1604
1.0;f;20.33;t;4;ccc;t;y;1605
0.25;f;25.75;t;0;ddd;f;y;1606
0.585;f;28.17;t;4;ccc;t;y;1607
0.165;f;23.92;f;0;ddd;f;y;1608
8.0;t;56.0;t;0;ddd;f;y;1609
0.71;t;20.75;t;2;ccc;t;y;1610
4.0;t;30.5;t;7;ccc;t;y;1611
5.0;t;45.83;t;7;ccc;t;y;1612
3.5;t;39.0;t;10;ddd;t;y;1613
0.665;f;22.08;t;0;ddd;f;y;1614
4.75;f;28.25;t;2;ddd;t;y;1615
3.0;f;18.83;t;0;ccc;f;y;1616
2.5;t;28.67;t;5;ccc;t;y;1617
2.46;f;22.5;f;0;ccc;f;y;1618
6.5;f;;t;0;ddd;f;y;1619
2.54;f;28.5;t;1;ccc;t;y;1620
1.5;f;19.17;t;0;ddd;f;y;1621
2.5;f;21.5;t;3;ccc;t;y;1622
0.0;t;17.5;f;0;ddd;f;y;1623
5.25;f;26.67;t;1;ddd;t;y;1624
3.25;f;34.42;t;2;ddd;t;y;1625
0.0;t;73.42;t;0;ddd;f;y;1626
0.5;t;23.0;t;2;ccc;t;y;1627
1.085;t;23.08;t;11;ddd;t;y;1628
1.46;f;19.42;t;7;ddd;t;y;1629
0.835;t;23.33;t;0;ddd;f;y;1630
12.75;t;42.17;t;0;ddd;f;y;1631
1.5;f;21.25;f;0;ddd;f;y;1632
0.085;t;34.17;f;0;ddd;f;y;1633
7.875;t;47.75;t;6;ccc;t;y;1634
2.5;f;44.33;t;0;ccc;f;y;1635
6.5;f;39.5;t;16;ddd;t;y;1636
0.5;t;41.17;t;3;ccc;t;y;1637
4.335;f;29.92;t;0;ddd;f;y;1638
0.0;f;23.17;f;0;ddd;f;y;1639
4.5;f;35.17;t;7;ddd;t;y;1640
0.75;f;19.17;t;7;ccc;t;y;1641
6.29;f;52.5;t;15;ddd;t;y;1642
0.04;f;39.92;t;1;ddd;t;y;1643
3.0;t;21.33;t;0;ddd;f;y;1644
0.75;f;35.75;t;4;ccc;t;y;1645
13.0;t;67.75;t;1;ddd;t;y;1646
5.25;t;32.67;t;0;ddd;f;y;1647
7.585;t;49.5;t;15;ddd;t;y;1648
1.085;t;21.0;t;8;ddd;t;y;1649
0.96;t;28.25;t;3;ddd;t;y;1650
1.54;t;34.17;t;1;ddd;t;y;1651
6.04;f;31.92;t;3;ddd;t;y;1652
0.54;f;29.5;t;4;ccc;t;y;1653
0.085;f;23.17;t;0;ddd;f;y;1654
10.0;t;18.08;f;0;ccc;f;y;1655
1.835;f;24.75;t;19;ccc;t;y;1656
0.04;f;20.83;t;0;ccc;f;y;1657
4.165;t;28.0;t;2;ddd;t;y;1658
2.25;f;20.42;t;1;ddd;t;y;1659
5.665;f;28.67;t;6;ddd;t;y;1660
0.04;t;21.92;t;1;ddd;t;y;1661
6.0;f;43.25;t;11;ddd;t;y;1662
1.625;f;20.42;t;3;ddd;t;y;1663
5.125;f;42.0;t;0;ddd;f;y;1664
1.5;t;23.42;t;2;ccc;t;y;1665
0.875;f;25.17;t;0;ccc;f;y;1666
2.25;f;24.83;t;6;ddd;t;y;1667
4.75;f;24.5;t;2;;t;y;1668
1.5;t;37.5;f;0;ddd;f;y;1669
1.5;t;36.75;f;0;ddd;f;y;1670
1.5;t;28.25;t;8;ddd;t;y;1671
5.5;t;32.75;t;3;ddd;t;y;1672
1.0;f;17.83;t;11;ccc;t;y;1673
2.29;t;22.83;t;7;ccc;t;y;1674
1.75;t;13.75;t;2;ddd;t;y;1675
0.125;t;41.0;t;23;ccc;t;y;1676
2.125;t;23.08;t;11;ddd;t;y;1677
1.71;f;20.17;t;0;ddd;f;y;1678
2.29;t;50.08;t;3;ccc;t;y;1679
4.25;t;27.0;t;3;ddd;t;y;1680
2.5;f;38.17;t;6;ddd;t;y;1681
0.375;t;27.0;t;0;ddd;f;y;1682
7.0;f;41.17;t;8;ddd;t;y;1683
0.0;t;65.17;t;11;ccc;t;y;1684
0.0;f;37.58;f;0;ddd;f;y;1685
2.375;t;23.25;t;3;ddd;t;y;1686
0.29;f;21.83;t;6;ddd;t;y;1687
1.75;t;26.0;t;0;ddd;f;y;1688
1.335;t;31.67;t;8;ddd;t;y;1689
8.5;t;49.83;t;0;ccc;f;y;1690
6.5;f;47.42;t;6;ccc;t;y;1691
0.0;f;51.33;t;11;ddd;t;y;1692
0.75;f;18.92;t;2;ccc;t;y;1693
0.835;f;28.42;t;0;ccc;f;y;1694
1.25;t;56.75;t;4;ddd;t;y;1695
10.0;f;58.42;t;13;ccc;t;y;1696
16.0;f;48.33;t;0;ddd;f;y;1697
0.75;t;33.17;t;7;ddd;t;y;1698
2.585;f;22.42;t;7;ccc;t;y;1699
0.085;f;18.83;t;0;ccc;f;y;1700
0.25;f;48.58;t;11;ddd;t;y;1701
1.25;f;26.75;t;0;ddd;f;y;1702
17.5;t;64.08;t;9;ddd;t;y;1703
1.665;t;20.17;t;3;ddd;t;y;1704
1.21;t;25.67;t;67;ddd;t;y;1705
1.335;f;22.67;t;0;ddd;f;y;1706
7.0;f;31.33;t;16;ddd;t;y;1707
28.5;f;56.42;t;40;ddd;t;y;1708
1.5;t;24.75;t;12;ccc;t;y;1709
1.25;f;24.08;t;1;ccc;t;y;1710
11.0;t;28.33;t;0;ddd;f;y;1711
5.0;f;26.92;t;2;ccc;t;y;1712
5.75;t;27.67;t;0;ddd;f;y;1713
0.085;t;38.67;t;0;ddd;f;y;1714
1.085;f;32.17;t;16;ccc;t;y;1715
5.5;t;32.67;t;12;ddd;t;y;1716
12.5;f;48.75;t;9;ddd;t;y;1717
