BIB;COD;ERG;FAN;GJAH;LUK;MYR;NUS;PKD;RAS;id
145;uuu;www;0.0;iii;0.0;eee;0.0;lll;;2023
175;iii;www;128.0;iii;0.0;eee;1280000.0;jjj;;2024
51;uuu;www;0.0;iii;0.0;sss;0.0;xxx;;2025
83;iii;aaa;80.0;rrr;500.0;eee;800000.0;xxx;t;2026
155;iii;www;100.0;iii;6.0;sss;1000000.0;xxx;;2027
160;iii;www;440.0;iii;11177.0;ee;4400000.0;xxx;f;2028
127;iii;www;0.0;iii;2283.0;eee;0.0;jjj;;2029
127;iii;www;0.0;iii;2200.0;eee;0.0;xxx;;2030
18;iii;www;220.0;iii;2503.0;sss;2200000.0;xxx;;2031
163;iii;www;0.0;iii;367.0;eee;0.0;ff;;2032
91;iii;www;50.0;iii;1465.0;eee;500000.0;jjj;;2033
171;iii;www;349.0;iii;23.0;eee;3490000.0;ff;f;2034
154;iii;www;80.0;iii;0.0;sss;800000.0;xxx;t;2035
166;iii;www;100.0;iii;0.0;eee;1000000.0;xxx;;2036
114;iii;www;24.0;iii;2028.0;mmm;240000.0;jjj;;2037
95;iii;www;49.0;iii;0.0;sss;490000.0;xxx;t;2038
68;iii;www;0.0;iii;3065.0;eee;0.0;ff;t;2039
98;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;2040
163;iii;www;0.0;iii;0.0;ee;0.0;xxx;t;2041
101;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;2042
57;iii;www;420.0;iii;7.0;zzz;4200000.0;xxx;;2043
47;iii;aaa;240.0;rrr;0.0;eee;2400000.0;jjj;f;2044
2;iii;www;300.0;iii;1430.0;eee;3000000.0;xxx;;2045
79;iii;aaa;164.0;rrr;0.0;zzz;1640000.0;xxx;f;2046
98;iii;www;0.0;iii;0.0;zzz;0.0;xxx;f;2047
34;iii;aaa;70.0;rrr;0.0;zzz;700000.0;jjj;;2048
86;iii;www;120.0;iii;2206.0;yyy;1200000.0;xxx;;2049
168;iii;www;80.0;iii;918.0;ee;800000.0;xxx;t;2050
139;rrr;nnn;450.0;ii;100000.0;hh;4500000.0;qqq;f;2051
30;iii;aaa;211.0;rrr;0.0;ee;2110000.0;xxx;;2052
46;iii;www;274.0;iii;610.0;kkk;2740000.0;ff;t;2053
132;iii;www;0.0;iii;0.0;hh;0.0;hh;f;2054
109;iii;www;300.0;iii;551.0;zzz;3000000.0;jjj;;2055
27;iii;www;60.0;iii;2184.0;eee;600000.0;xxx;;2056
68;iii;www;80.0;iii;2954.0;yyy;800000.0;jjj;t;2057
108;iii;aaa;160.0;rrr;300.0;yyy;1600000.0;xxx;;2058
55;iii;www;92.0;iii;0.0;sss;920000.0;jjj;;2059
12;iii;www;150.0;iii;8.0;yyy;1500000.0;xxx;;2060
58;iii;www;290.0;iii;6.0;yyy;2900000.0;xxx;;2061
177;iii;www;0.0;iii;1260.0;eee;0.0;xxx;t;2062
1;iii;www;0.0;iii;0.0;eee;0.0;xxx;;2063
46;iii;www;117.0;iii;1210.0;eee;1170000.0;ff;t;2064
68;iii;www;145.0;iii;0.0;sss;1450000.0;xxx;;2065
18;iii;www;260.0;iii;200.0;eee;2600000.0;jjj;f;2066
1;rrr;;;;0.0;;;;f;2067
27;iii;www;150.0;iii;1270.0;mmm;1500000.0;xxx;t;2068
81;iii;www;96.0;iii;0.0;ee;960000.0;jjj;;2069
68;iii;www;0.0;iii;11202.0;mmm;0.0;xxx;t;2070
67;iii;www;200.0;iii;300.0;sss;2000000.0;xxx;t;2071
98;iii;www;0.0;iii;0.0;eee;0.0;xxx;;2072
178;iii;www;0.0;iii;1583.0;ee;0.0;xxx;t;2073
60;iii;www;0.0;iii;0.0;ggg;0.0;bbb;t;2074
179;iii;aaa;154.0;rrr;0.0;yyy;1540000.0;jjj;f;2075
75;iii;www;0.0;iii;5000.0;kkk;0.0;ff;t;2076
155;iii;aaa;160.0;rrr;1.0;fff;1600000.0;xxx;t;2077
176;iii;www;396.0;iii;0.0;ooo;3960000.0;xxx;t;2078
13;iii;www;520.0;iii;50000.0;ee;5200000.0;xxx;;2079
48;iii;www;311.0;iii;300.0;ee;3110000.0;jjj;;2080
157;iii;www;380.0;iii;500.0;mmm;3800000.0;xxx;;2081
1;iii;www;0.0;iii;0.0;ee;0.0;xxx;f;2082
154;uuu;nnn;300.0;ii;0.0;ee;3000000.0;hh;f;2083
155;iii;www;0.0;iii;500.0;sss;0.0;jjj;;2084
155;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;f;2085
152;iii;www;181.0;iii;0.0;mmm;1810000.0;jjj;;2086
18;iii;www;100.0;iii;150.0;eee;1000000.0;xxx;;2087
84;iii;www;381.0;iii;168.0;sss;3810000.0;jjj;t;2088
160;iii;aaa;840.0;rrr;59.0;zzz;8400000.0;xxx;t;2089
155;iii;www;80.0;iii;0.0;sss;800000.0;jjj;;2090
173;iii;www;200.0;iii;1391.0;eee;2000000.0;xxx;;2091
148;iii;www;400.0;iii;0.0;kkk;4000000.0;jjj;;2092
172;iii;aaa;80.0;rrr;400.0;sss;800000.0;xxx;;2093
33;iii;www;360.0;iii;0.0;zzz;3600000.0;jjj;;2094
31;iii;www;;iii;600.0;eee;;xxx;;2095
116;iii;www;73.0;iii;444.0;eee;730000.0;ff;;2096
5;iii;aaa;431.0;rrr;0.0;fff;4310000.0;xxx;;2097
144;iii;aaa;232.0;rrr;113.0;eee;2320000.0;xxx;f;2098
55;iii;aaa;144.0;rrr;7.0;eee;1440000.0;ff;t;2099
12;iii;www;0.0;iii;0.0;ee;0.0;jjj;t;2100
101;iii;www;0.0;iii;3000.0;zzz;0.0;jjj;;2101
24;iii;www;140.0;iii;2384.0;sss;1400000.0;jjj;t;2102
158;iii;aaa;120.0;rrr;1000.0;yyy;1200000.0;xxx;;2103
19;iii;aaa;455.0;rrr;1236.0;sss;4550000.0;jjj;;2104
106;iii;www;290.0;iii;284.0;yyy;2900000.0;jjj;;2105
61;uuu;www;120.0;iii;0.0;yyy;1200000.0;xxx;;2106
115;iii;www;156.0;iii;0.0;ee;1560000.0;xxx;;2107
171;iii;www;312.0;iii;150.0;eee;3120000.0;jjj;t;2108
93;iii;www;520.0;iii;196.0;zzz;5200000.0;xxx;t;2109
12;iii;aaa;260.0;rrr;1065.0;yyy;2600000.0;xxx;;2110
43;iii;www;320.0;iii;0.0;ee;3200000.0;jjj;t;2111
123;iii;www;0.0;iii;1400.0;hh;0.0;hh;;2112
1;rrr;;;;0.0;;;;;2113
12;iii;www;0.0;iii;582.0;sss;0.0;xxx;;2114
101;iii;www;121.0;iii;0.0;zzz;1210000.0;xxx;;2115
147;iii;www;280.0;iii;0.0;sss;2800000.0;xxx;;2116
175;iii;www;303.0;iii;3290.0;zzz;3030000.0;xxx;t;2117
120;iii;www;0.0;iii;0.0;mmm;0.0;jjj;;2118
177;iii;www;375.0;iii;51100.0;ggg;3750000.0;ff;t;2119
91;iii;www;0.0;iii;1249.0;kkk;0.0;ff;;2120
179;iii;www;88.0;iii;591.0;ee;880000.0;xxx;;2121
40;uuu;www;280.0;iii;0.0;yyy;2800000.0;xxx;f;2122
112;iii;www;200.0;iii;0.0;ooo;2000000.0;xxx;;2123
138;iii;www;0.0;iii;6700.0;kkk;0.0;ff;;2124
110;uuu;www;110.0;iii;0.0;ooo;1100000.0;xxx;f;2125
147;iii;www;340.0;iii;4071.0;zzz;3400000.0;xxx;;2126
62;iii;www;129.0;iii;3257.0;sss;1290000.0;xxx;t;2127
87;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;2128
148;iii;aaa;380.0;rrr;2732.0;mmm;3800000.0;xxx;;2129
5;iii;www;0.0;iii;5298.0;zzz;0.0;jjj;f;2130
137;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;t;2131
83;iii;www;40.0;iii;28.0;eee;400000.0;xxx;;2132
114;iii;www;140.0;iii;258.0;ee;1400000.0;xxx;;2133
98;iii;www;100.0;iii;0.0;sss;1000000.0;jjj;;2134
136;iii;www;0.0;iii;5000.0;eee;0.0;xxx;t;2135
143;iii;aaa;0.0;rrr;15.0;eee;0.0;xxx;t;2136
114;iii;www;120.0;iii;567.0;ee;1200000.0;xxx;;2137
164;iii;www;0.0;iii;678.0;sss;0.0;jjj;;2138
163;iii;www;70.0;iii;0.0;yyy;700000.0;xxx;f;2139
119;iii;www;0.0;iii;5000.0;sss;0.0;jjj;;2140
122;iii;www;487.0;iii;500.0;yyy;4870000.0;xxx;;2141
149;iii;www;280.0;iii;0.0;mmm;2800000.0;xxx;f;2142
11;iii;www;120.0;iii;2079.0;yyy;1200000.0;xxx;;2143
60;iii;www;408.0;iii;1000.0;sss;4080000.0;jjj;t;2144
80;iii;www;181.0;iii;1655.0;eee;1810000.0;jjj;t;2145
53;iii;aaa;80.0;rrr;300.0;yyy;800000.0;xxx;;2146
76;iii;www;0.0;iii;790.0;yyy;0.0;jjj;;2147
65;iii;www;399.0;iii;0.0;ee;3990000.0;jjj;t;2148
28;iii;aaa;370.0;rrr;0.0;ee;3700000.0;xxx;;2149
158;iii;www;160.0;iii;0.0;eee;1600000.0;ff;;2150
110;iii;www;220.0;iii;19.0;eee;2200000.0;xxx;;2151
1;uuu;aaa;500.0;rrr;1.0;ooo;5000000.0;ff;;2152
144;iii;www;240.0;iii;768.0;sss;2400000.0;xxx;t;2153
37;iii;www;102.0;iii;639.0;sss;1020000.0;jjj;;2154
103;iii;www;100.0;iii;0.0;zzz;1000000.0;jjj;t;2155
161;iii;www;100.0;iii;0.0;eee;1000000.0;jjj;t;2156
171;iii;www;352.0;iii;690.0;eee;3520000.0;xxx;t;2157
118;iii;www;0.0;iii;0.0;kkk;0.0;ff;t;2158
1;rrr;;;;0.0;;;;;2159
25;uuu;www;80.0;iii;0.0;kkk;800000.0;ff;;2160
101;iii;www;22.0;iii;0.0;ggg;220000.0;bbb;;2161
26;iii;www;200.0;iii;3000.0;eee;2000000.0;xxx;;2162
106;iii;www;0.0;iii;8851.0;hh;0.0;hh;;2163
27;iii;www;239.0;iii;200.0;yyy;2390000.0;xxx;f;2164
134;iii;www;0.0;iii;0.0;fff;0.0;ff;t;2165
168;iii;www;0.0;iii;0.0;eee;0.0;xxx;;2166
16;iii;www;395.0;iii;20.0;zzz;3950000.0;xxx;;2167
71;iii;www;360.0;iii;1332.0;ooo;3600000.0;xxx;;2168
163;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;;2169
31;iii;www;204.0;iii;0.0;ooo;2040000.0;xxx;;2170
107;iii;www;80.0;iii;1349.0;ee;800000.0;xxx;;2171
164;iii;www;280.0;iii;824.0;sss;2800000.0;jjj;;2172
90;iii;www;0.0;iii;0.0;ggg;0.0;ff;;2173
152;iii;www;120.0;iii;300.0;kkk;1200000.0;xxx;;2174
40;iii;www;0.0;iii;7059.0;ee;0.0;xxx;t;2175
164;iii;www;320.0;iii;0.0;kkk;3200000.0;jjj;;2176
60;iii;www;80.0;iii;0.0;mmm;800000.0;xxx;;2177
131;iii;www;21.0;iii;10561.0;sss;210000.0;xxx;;2178
13;iii;www;216.0;iii;0.0;kkk;2160000.0;ff;;2179
164;iii;www;491.0;iii;0.0;eee;4910000.0;jjj;;2180
126;iii;www;168.0;iii;0.0;ee;1680000.0;xxx;t;2181
147;iii;www;0.0;iii;456.0;eee;0.0;xxx;t;2182
130;iii;www;250.0;iii;730.0;fff;2500000.0;xxx;t;2183
124;iii;www;0.0;iii;1000.0;hh;0.0;hh;t;2184
101;iii;www;80.0;iii;278.0;yyy;800000.0;xxx;;2185
68;iii;www;0.0;iii;500.0;ee;0.0;ff;;2186
140;iii;www;515.0;iii;500.0;zzz;5150000.0;jjj;;2187
1;iii;www;0.0;iii;0.0;eee;0.0;ff;;2188
97;iii;www;80.0;iii;50.0;ee;800000.0;jjj;t;2189
158;iii;www;360.0;iii;0.0;ooo;3600000.0;xxx;;2190
158;iii;www;290.0;iii;2279.0;zzz;2900000.0;xxx;t;2191
12;iii;www;200.0;iii;327.0;fff;2000000.0;jjj;t;2192
65;iii;www;120.0;iii;245.0;sss;1200000.0;xxx;;2193
157;iii;www;440.0;iii;6.0;ee;4400000.0;jjj;;2194
113;iii;www;400.0;iii;458.0;ee;4000000.0;jjj;t;2195
154;iii;www;260.0;iii;15108.0;ooo;2600000.0;xxx;t;2196
74;iii;www;;iii;26726.0;sss;;xxx;t;2197
179;iii;www;120.0;iii;0.0;sss;1200000.0;xxx;t;2198
82;iii;www;0.0;iii;221.0;eee;0.0;xxx;;2199
13;iii;www;100.0;iii;3.0;yyy;1000000.0;xxx;;2200
57;iii;www;0.0;iii;4000.0;ggg;0.0;xxx;f;2201
171;iii;www;333.0;iii;892.0;sss;3330000.0;jjj;;2202
154;iii;www;300.0;iii;44.0;ee;3000000.0;xxx;;2203
80;iii;www;88.0;iii;2000.0;ee;880000.0;jjj;t;2204
2;iii;www;164.0;iii;31285.0;ttt;1640000.0;jjj;;2205
176;iii;www;160.0;iii;5860.0;zzz;1600000.0;jjj;f;2206
17;iii;aaa;160.0;rrr;5777.0;eee;1600000.0;xxx;;2207
46;iii;www;225.0;iii;0.0;ooo;2250000.0;xxx;;2208
19;iii;www;400.0;iii;5800.0;yyy;4000000.0;xxx;;2209
145;iii;www;200.0;iii;40.0;sss;2000000.0;ppp;f;2210
129;iii;www;0.0;iii;247.0;lll;0.0;hh;t;2211
164;iii;www;312.0;iii;0.0;eee;3120000.0;xxx;t;2212
99;iii;www;0.0;iii;560.0;sss;0.0;xxx;;2213
34;iii;aaa;180.0;rrr;18027.0;eee;1800000.0;jjj;t;2214
17;iii;aaa;393.0;rrr;0.0;ggg;3930000.0;jjj;;2215
91;iii;www;29.0;iii;837.0;sss;290000.0;jjj;;2216
13;iii;www;260.0;iii;0.0;sss;2600000.0;xxx;f;2217
54;iii;aaa;52.0;rrr;1442.0;yyy;520000.0;xxx;;2218
127;iii;aaa;0.0;rrr;13212.0;ggg;0.0;bbb;;2219
60;iii;www;228.0;iii;0.0;sss;2280000.0;xxx;f;2220
88;iii;www;0.0;iii;0.0;ggg;0.0;xxx;;2221
151;iii;www;0.0;iii;15000.0;eee;0.0;ff;t;2222
147;uuu;www;300.0;iii;0.0;eee;3000000.0;xxx;f;2223
28;iii;aaa;0.0;rrr;0.0;eee;0.0;jjj;f;2224
85;iii;www;30.0;iii;300.0;hh;300000.0;hh;;2225
155;iii;www;0.0;iii;0.0;ee;0.0;jjj;;2226
19;iii;aaa;370.0;rrr;560.0;ee;3700000.0;xxx;;2227
158;iii;www;100.0;iii;960.0;lll;1000000.0;lll;;2228
163;iii;www;0.0;iii;99.0;ee;0.0;xxx;t;2229
155;iii;www;519.0;iii;1704.0;zzz;5190000.0;xxx;;2230
68;iii;www;93.0;iii;0.0;ooo;930000.0;jjj;;2231
1;rrr;;;;0.0;;;;;2232
174;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;2233
69;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;2234
127;iii;www;0.0;iii;134.0;ttt;0.0;ppp;;2235
91;uuu;aaa;40.0;rrr;0.0;eee;400000.0;xxx;;2236
145;uuu;www;0.0;iii;0.0;eee;0.0;lll;;2237
175;iii;www;128.0;iii;0.0;eee;1280000.0;jjj;;2238
51;uuu;www;0.0;iii;0.0;sss;0.0;xxx;;2239
83;iii;aaa;80.0;rrr;500.0;eee;800000.0;xxx;t;2240
155;iii;www;100.0;iii;6.0;sss;1000000.0;xxx;;2241
160;iii;www;440.0;iii;11177.0;ee;4400000.0;xxx;f;2242
127;iii;www;0.0;iii;2283.0;eee;0.0;jjj;;2243
127;iii;www;0.0;iii;2200.0;eee;0.0;xxx;;2244
18;iii;www;220.0;iii;2503.0;sss;2200000.0;xxx;;2245
163;iii;www;0.0;iii;367.0;eee;0.0;ff;;2246
91;iii;www;50.0;iii;1465.0;eee;500000.0;jjj;;2247
171;iii;www;349.0;iii;23.0;eee;3490000.0;ff;f;2248
154;iii;www;80.0;iii;0.0;sss;800000.0;xxx;t;2249
166;iii;www;100.0;iii;0.0;eee;1000000.0;xxx;;2250
114;iii;www;24.0;iii;2028.0;mmm;240000.0;jjj;;2251
95;iii;www;49.0;iii;0.0;sss;490000.0;xxx;t;2252
68;iii;www;0.0;iii;3065.0;eee;0.0;ff;t;2253
98;iii;www;0.0;iii;0.0;sss;0.0;xxx;t;2254
163;iii;www;0.0;iii;0.0;ee;0.0;xxx;t;2255
101;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;2256
57;iii;www;420.0;iii;7.0;zzz;4200000.0;xxx;;2257
47;iii;aaa;240.0;rrr;0.0;eee;2400000.0;jjj;f;2258
2;iii;www;300.0;iii;1430.0;eee;3000000.0;xxx;;2259
79;iii;aaa;164.0;rrr;0.0;zzz;1640000.0;xxx;f;2260
98;iii;www;0.0;iii;0.0;zzz;0.0;xxx;f;2261
34;iii;aaa;70.0;rrr;0.0;zzz;700000.0;jjj;;2262
86;iii;www;120.0;iii;2206.0;yyy;1200000.0;xxx;;2263
168;iii;www;80.0;iii;918.0;ee;800000.0;xxx;t;2264
139;rrr;nnn;450.0;ii;100000.0;hh;4500000.0;qqq;f;2265
30;iii;aaa;211.0;rrr;0.0;ee;2110000.0;xxx;;2266
46;iii;www;274.0;iii;610.0;kkk;2740000.0;ff;t;2267
132;iii;www;0.0;iii;0.0;hh;0.0;hh;f;2268
109;iii;www;300.0;iii;551.0;zzz;3000000.0;jjj;;2269
27;iii;www;60.0;iii;2184.0;eee;600000.0;xxx;;2270
68;iii;www;80.0;iii;2954.0;yyy;800000.0;jjj;t;2271
108;iii;aaa;160.0;rrr;300.0;yyy;1600000.0;xxx;;2272
55;iii;www;92.0;iii;0.0;sss;920000.0;jjj;;2273
12;iii;www;150.0;iii;8.0;yyy;1500000.0;xxx;;2274
58;iii;www;290.0;iii;6.0;yyy;2900000.0;xxx;;2275
177;iii;www;0.0;iii;1260.0;eee;0.0;xxx;t;2276
1;iii;www;0.0;iii;0.0;eee;0.0;xxx;;2277
46;iii;www;117.0;iii;1210.0;eee;1170000.0;ff;t;2278
68;iii;www;145.0;iii;0.0;sss;1450000.0;xxx;;2279
18;iii;www;260.0;iii;200.0;eee;2600000.0;jjj;f;2280
1;rrr;;;;0.0;;;;f;2281
27;iii;www;150.0;iii;1270.0;mmm;1500000.0;xxx;t;2282
81;iii;www;96.0;iii;0.0;ee;960000.0;jjj;;2283
68;iii;www;0.0;iii;11202.0;mmm;0.0;xxx;t;2284
67;iii;www;200.0;iii;300.0;sss;2000000.0;xxx;t;2285
98;iii;www;0.0;iii;0.0;eee;0.0;xxx;;2286
178;iii;www;0.0;iii;1583.0;ee;0.0;xxx;t;2287
60;iii;www;0.0;iii;0.0;ggg;0.0;bbb;t;2288
179;iii;aaa;154.0;rrr;0.0;yyy;1540000.0;jjj;f;2289
75;iii;www;0.0;iii;5000.0;kkk;0.0;ff;t;2290
155;iii;aaa;160.0;rrr;1.0;fff;1600000.0;xxx;t;2291
176;iii;www;396.0;iii;0.0;ooo;3960000.0;xxx;t;2292
13;iii;www;520.0;iii;50000.0;ee;5200000.0;xxx;;2293
48;iii;www;311.0;iii;300.0;ee;3110000.0;jjj;;2294
157;iii;www;380.0;iii;500.0;mmm;3800000.0;xxx;;2295
1;iii;www;0.0;iii;0.0;ee;0.0;xxx;f;2296
154;uuu;nnn;300.0;ii;0.0;ee;3000000.0;hh;f;2297
155;iii;www;0.0;iii;500.0;sss;0.0;jjj;;2298
155;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;f;2299
152;iii;www;181.0;iii;0.0;mmm;1810000.0;jjj;;2300
18;iii;www;100.0;iii;150.0;eee;1000000.0;xxx;;2301
84;iii;www;381.0;iii;168.0;sss;3810000.0;jjj;t;2302
160;iii;aaa;840.0;rrr;59.0;zzz;8400000.0;xxx;t;2303
155;iii;www;80.0;iii;0.0;sss;800000.0;jjj;;2304
173;iii;www;200.0;iii;1391.0;eee;2000000.0;xxx;;2305
148;iii;www;400.0;iii;0.0;kkk;4000000.0;jjj;;2306
172;iii;aaa;80.0;rrr;400.0;sss;800000.0;xxx;;2307
33;iii;www;360.0;iii;0.0;zzz;3600000.0;jjj;;2308
31;iii;www;;iii;600.0;eee;;xxx;;2309
116;iii;www;73.0;iii;444.0;eee;730000.0;ff;;2310
5;iii;aaa;431.0;rrr;0.0;fff;4310000.0;xxx;;2311
144;iii;aaa;232.0;rrr;113.0;eee;2320000.0;xxx;f;2312
55;iii;aaa;144.0;rrr;7.0;eee;1440000.0;ff;t;2313
12;iii;www;0.0;iii;0.0;ee;0.0;jjj;t;2314
101;iii;www;0.0;iii;3000.0;zzz;0.0;jjj;;2315
24;iii;www;140.0;iii;2384.0;sss;1400000.0;jjj;t;2316
158;iii;aaa;120.0;rrr;1000.0;yyy;1200000.0;xxx;;2317
19;iii;aaa;455.0;rrr;1236.0;sss;4550000.0;jjj;;2318
106;iii;www;290.0;iii;284.0;yyy;2900000.0;jjj;;2319
61;uuu;www;120.0;iii;0.0;yyy;1200000.0;xxx;;2320
115;iii;www;156.0;iii;0.0;ee;1560000.0;xxx;;2321
171;iii;www;312.0;iii;150.0;eee;3120000.0;jjj;t;2322
93;iii;www;520.0;iii;196.0;zzz;5200000.0;xxx;t;2323
12;iii;aaa;260.0;rrr;1065.0;yyy;2600000.0;xxx;;2324
43;iii;www;320.0;iii;0.0;ee;3200000.0;jjj;t;2325
123;iii;www;0.0;iii;1400.0;hh;0.0;hh;;2326
1;rrr;;;;0.0;;;;;2327
12;iii;www;0.0;iii;582.0;sss;0.0;xxx;;2328
101;iii;www;121.0;iii;0.0;zzz;1210000.0;xxx;;2329
147;iii;www;280.0;iii;0.0;sss;2800000.0;xxx;;2330
175;iii;www;303.0;iii;3290.0;zzz;3030000.0;xxx;t;2331
120;iii;www;0.0;iii;0.0;mmm;0.0;jjj;;2332
177;iii;www;375.0;iii;51100.0;ggg;3750000.0;ff;t;2333
91;iii;www;0.0;iii;1249.0;kkk;0.0;ff;;2334
179;iii;www;88.0;iii;591.0;ee;880000.0;xxx;;2335
40;uuu;www;280.0;iii;0.0;yyy;2800000.0;xxx;f;2336
112;iii;www;200.0;iii;0.0;ooo;2000000.0;xxx;;2337
138;iii;www;0.0;iii;6700.0;kkk;0.0;ff;;2338
110;uuu;www;110.0;iii;0.0;ooo;1100000.0;xxx;f;2339
147;iii;www;340.0;iii;4071.0;zzz;3400000.0;xxx;;2340
62;iii;www;129.0;iii;3257.0;sss;1290000.0;xxx;t;2341
87;iii;www;100.0;iii;0.0;ee;1000000.0;xxx;;2342
148;iii;aaa;380.0;rrr;2732.0;mmm;3800000.0;xxx;;2343
5;iii;www;0.0;iii;5298.0;zzz;0.0;jjj;f;2344
137;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;t;2345
83;iii;www;40.0;iii;28.0;eee;400000.0;xxx;;2346
114;iii;www;140.0;iii;258.0;ee;1400000.0;xxx;;2347
98;iii;www;100.0;iii;0.0;sss;1000000.0;jjj;;2348
136;iii;www;0.0;iii;5000.0;eee;0.0;xxx;t;2349
143;iii;aaa;0.0;rrr;15.0;eee;0.0;xxx;t;2350
114;iii;www;120.0;iii;567.0;ee;1200000.0;xxx;;2351
164;iii;www;0.0;iii;678.0;sss;0.0;jjj;;2352
163;iii;www;70.0;iii;0.0;yyy;700000.0;xxx;f;2353
119;iii;www;0.0;iii;5000.0;sss;0.0;jjj;;2354
122;iii;www;487.0;iii;500.0;yyy;4870000.0;xxx;;2355
149;iii;www;280.0;iii;0.0;mmm;2800000.0;xxx;f;2356
11;iii;www;120.0;iii;2079.0;yyy;1200000.0;xxx;;2357
60;iii;www;408.0;iii;1000.0;sss;4080000.0;jjj;t;2358
80;iii;www;181.0;iii;1655.0;eee;1810000.0;jjj;t;2359
53;iii;aaa;80.0;rrr;300.0;yyy;800000.0;xxx;;2360
76;iii;www;0.0;iii;790.0;yyy;0.0;jjj;;2361
65;iii;www;399.0;iii;0.0;ee;3990000.0;jjj;t;2362
28;iii;aaa;370.0;rrr;0.0;ee;3700000.0;xxx;;2363
158;iii;www;160.0;iii;0.0;eee;1600000.0;ff;;2364
110;iii;www;220.0;iii;19.0;eee;2200000.0;xxx;;2365
1;uuu;aaa;500.0;rrr;1.0;ooo;5000000.0;ff;;2366
144;iii;www;240.0;iii;768.0;sss;2400000.0;xxx;t;2367
37;iii;www;102.0;iii;639.0;sss;1020000.0;jjj;;2368
103;iii;www;100.0;iii;0.0;zzz;1000000.0;jjj;t;2369
161;iii;www;100.0;iii;0.0;eee;1000000.0;jjj;t;2370
171;iii;www;352.0;iii;690.0;eee;3520000.0;xxx;t;2371
118;iii;www;0.0;iii;0.0;kkk;0.0;ff;t;2372
1;rrr;;;;0.0;;;;;2373
25;uuu;www;80.0;iii;0.0;kkk;800000.0;ff;;2374
101;iii;www;22.0;iii;0.0;ggg;220000.0;bbb;;2375
26;iii;www;200.0;iii;3000.0;eee;2000000.0;xxx;;2376
106;iii;www;0.0;iii;8851.0;hh;0.0;hh;;2377
27;iii;www;239.0;iii;200.0;yyy;2390000.0;xxx;f;2378
134;iii;www;0.0;iii;0.0;fff;0.0;ff;t;2379
168;iii;www;0.0;iii;0.0;eee;0.0;xxx;;2380
16;iii;www;395.0;iii;20.0;zzz;3950000.0;xxx;;2381
71;iii;www;360.0;iii;1332.0;ooo;3600000.0;xxx;;2382
163;iii;www;0.0;iii;1000.0;zzz;0.0;jjj;;2383
31;iii;www;204.0;iii;0.0;ooo;2040000.0;xxx;;2384
107;iii;www;80.0;iii;1349.0;ee;800000.0;xxx;;2385
164;iii;www;280.0;iii;824.0;sss;2800000.0;jjj;;2386
90;iii;www;0.0;iii;0.0;ggg;0.0;ff;;2387
152;iii;www;120.0;iii;300.0;kkk;1200000.0;xxx;;2388
40;iii;www;0.0;iii;7059.0;ee;0.0;xxx;t;2389
164;iii;www;320.0;iii;0.0;kkk;3200000.0;jjj;;2390
60;iii;www;80.0;iii;0.0;mmm;800000.0;xxx;;2391
131;iii;www;21.0;iii;10561.0;sss;210000.0;xxx;;2392
13;iii;www;216.0;iii;0.0;kkk;2160000.0;ff;;2393
164;iii;www;491.0;iii;0.0;eee;4910000.0;jjj;;2394
126;iii;www;168.0;iii;0.0;ee;1680000.0;xxx;t;2395
147;iii;www;0.0;iii;456.0;eee;0.0;xxx;t;2396
130;iii;www;250.0;iii;730.0;fff;2500000.0;xxx;t;2397
124;iii;www;0.0;iii;1000.0;hh;0.0;hh;t;2398
101;iii;www;80.0;iii;278.0;yyy;800000.0;xxx;;2399
68;iii;www;0.0;iii;500.0;ee;0.0;ff;;2400
140;iii;www;515.0;iii;500.0;zzz;5150000.0;jjj;;2401
1;iii;www;0.0;iii;0.0;eee;0.0;ff;;2402
97;iii;www;80.0;iii;50.0;ee;800000.0;jjj;t;2403
158;iii;www;360.0;iii;0.0;ooo;3600000.0;xxx;;2404
158;iii;www;290.0;iii;2279.0;zzz;2900000.0;xxx;t;2405
12;iii;www;200.0;iii;327.0;fff;2000000.0;jjj;t;2406
65;iii;www;120.0;iii;245.0;sss;1200000.0;xxx;;2407
157;iii;www;440.0;iii;6.0;ee;4400000.0;jjj;;2408
113;iii;www;400.0;iii;458.0;ee;4000000.0;jjj;t;2409
154;iii;www;260.0;iii;15108.0;ooo;2600000.0;xxx;t;2410
74;iii;www;;iii;26726.0;sss;;xxx;t;2411
179;iii;www;120.0;iii;0.0;sss;1200000.0;xxx;t;2412
82;iii;www;0.0;iii;221.0;eee;0.0;xxx;;2413
13;iii;www;100.0;iii;3.0;yyy;1000000.0;xxx;;2414
57;iii;www;0.0;iii;4000.0;ggg;0.0;xxx;f;2415
171;iii;www;333.0;iii;892.0;sss;3330000.0;jjj;;2416
